Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic,Lean fish,Veal,Shellfish,Spicy food,Beef,Aperitif,Mild and soft cheese,Poultry,"Rich fish (salmon, tuna etc)",Cured Meat,Pasta,Pork,Lamb,Mushrooms,Appetizers and snacks,"Game (deer, venison)",Vegetarian,Mature and hard cheese,Goat cheese,Fruity desserts
Frappato (di Vittoria) 2018,3.8,938,27.0,Italy / Southern Italy / Terre Siciliane,COS,Southern Italy Red,12.0,100 Frappato,"['Beef', 'Pasta', 'Lamb']",69.03,39.71,22.64,38.9,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
La Meirana Gavi di Gavi 2020,3.9,258,19.99,Italy / Northern Italy / Piemonte / Gavi,Broglia,Italian Gavi,13.5,100 Cortese,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",21.2,46.29526972,9.05,76.4,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
Kleos Aglianico 2017,4.0,249,24.99,Italy / Southern Italy / Campania / Paestum,Luigi Maffini,Southern Italy Red,13.0,Fiano,"['Beef', 'Pasta', 'Lamb']",77.71,52.17,25.23,38.0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Castello della Sala Bramìto Chardonnay 2021,4.1,923,27.99,Italy / Central Italy / Umbria,Antinori,Central Italy White,13.0,100 Chardonnay,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",42.68,46.29526972,22.83,64.49,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
Pètris Malvasia 2018,4.0,105,30.0,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Venica & Venica,Northern Italy White,13.5,100 Malvasia,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",62.41,46.29526972,23.56,51.56,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
Pinot Grigio 2015,3.9,117,16.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Kettmeir,Northern Italy Pinot Grigio,13.0,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",42.85,46.29526972,12.26,41.35,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Chianti Classico 2018,3.9,286,22.49,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Castello di Radda,Italian Chianti,14.5,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",47.19,58.35,4.64,64.23,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Toscana Mediterra 2020,4.1,225,21.99,Italy / Central Italy / Toscana,Poggio Al Tesoro,Tuscan Red,14.0,"40 Shiraz/Syrah, 30 Cabernet Sauvignon, 30 Merlot","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",53.44,42.9,13.11,44.51,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Floramundi 2017,3.8,985,21.95,Italy / Southern Italy / Terre Siciliane / Vittoria / Cerasuolo di Vittoria,Donnafugata,Southern Italy Red,13.0,"Nero d'Avola, Frappato","['Beef', 'Pasta', 'Lamb']",65.79,39.28,22.48,39.51,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Riserva Ducale Chianti Classico 2019,4.0,227,24.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Ruffino,Italian Chianti,14.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",45.27,54.72,2.4,64.36,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Frappato 2018,3.8,79,30.0,Italy / Southern Italy / Terre Siciliane / Vittoria,Poggio di Bortolone,Southern Italy Red,13.5,Frappato,"['Beef', 'Pasta', 'Lamb']",68.13,39.43,25.78,43.54,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Sylvaner 2018,3.9,155,24.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Köfererhof,Northern Italy White,13.0,100 Sylvaner,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",60.13,46.29526972,24.25,53.16,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
Tradizionale Vernaccia di San Gimignano 2020,3.9,227,28.49,Italy / Central Italy / Toscana / San Gimignano / Vernaccia di San Gimignano,Sono Montenidoli,Central Italy White,13.5,100 Vernaccia,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",47.35,46.29526972,22.53,64.05,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
Cesanese Lazio Rosso 2019,4.2,145,20.99,Italy / Central Italy / Lazio,Casale del Giglio,Central Italy Red,13.5,100 Cesanese,"['Beef', 'Pasta', 'Veal', 'Poultry']",45.87,40.32,6.5,46.72,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Dorilli Cerasuolo di Vittoria Classico 2015,3.8,269,36.67,Italy / Southern Italy / Terre Siciliane / Vittoria / Cerasuolo di Vittoria,Planeta,Southern Italy Red,13.0,"Nero d'Avola, Frappato","['Beef', 'Pasta', 'Lamb']",76.77,40.64,26.43,33.02,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Arneis Langhe Blange 2021,4.0,494,19.99,Italy / Northern Italy / Piemonte / Langhe,Ceretto,Northern Italy White,13.0,100 Arneis,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",55.5,46.29526972,9.05,53.555,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
Ravello Costa d'Amalfi 2019,3.9,109,34.99,Italy / Southern Italy / Campania / Costa d'Amalfi,Marisa Cuomo,Southern Italy White,12.5,"60 Falanghina, 40 Biancolella","['Shellfish', 'Vegetarian', 'Appetizers and snacks']",61.38,46.29526972,3.28,45.44,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Guiry Sangiovese 2019,3.8,111,25.04,Italy / Northern Italy / Emilia-Romagna,Mara,Northern Italy Red,14.0,Sangiovese,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",55.24,40.18,12.39,37.68,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Sirmian Pinot Bianco 2018,4.0,404,33.49,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Nals Margreid,Northern Italy Pinot Blanc,14.0,100 Weissburgunder,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",42.67,46.29526972,6.66,57.54,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Sito dei Fossili Roero Arneis 2019,4.1,60,22.99,Italy / Northern Italy / Piemonte / Roero,Bric Cenciurio,Northern Italy White,13.5,100 Arneis,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",62.66,46.29526972,17.18,51.07,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
San Luigi Dogliani 2020,3.8,185,24.99,Italy / Northern Italy / Piemonte / Dogliani,Pecchenino,Northern Italy Red,13.5,100 Dolcetto,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",63.32,41.35,16.9,28.71,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Chianti Classico Riserva 2017,3.9,45,17.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Cavaliere d'Oro,Italian Chianti,14.0,Sangiovese,"['Beef', 'Veal', 'Poultry']",45.35,56.31,3.36,63.44,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Giuliana Prosecco N.V.,3.9,478,41.99,Italy / Northern Italy / Veneto / Prosecco,Riondo,Italian Prosecco,11.0,100 Glera,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",18.68,46.29526972,9.05,63.29,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
San Angelo Pinot Grigio 2021,3.9,133,17.66,Italy / Central Italy / Toscana,Banfi,Central Italy White,12.5,100 Pinot Grigio,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.36,46.29526972,22.75,67.73,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
Vernaccia di San Gimignano Riserva 2015,4.1,153,39.99,Italy / Central Italy / Toscana / San Gimignano / Vernaccia di San Gimignano,Panizzi,Central Italy White,13.5,100 Vernaccia,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",50.82,46.29526972,24.16,62.88,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
Vignaverde 2019,3.9,199,28.0,Italy / Southern Italy / Terre Siciliane,Marco de Bartoli,Southern Italy White,12.5,100 Grillo,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",55.76,46.29526972,4.74,42.45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Musa Lugana 2020,4.0,130,24.5,Italy / Northern Italy / Lombardia / Lugana,Buglioni,Northern Italy White,12.5,100 Trebbiano,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",54.92,46.29526972,20.4,54.49,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
Magno Megonio Rosso 2018,3.8,49,29.55,Italy / Southern Italy / Calabria / Val di Neto,Librandi,Southern Italy Red,14.5,Magliocco Canino,"['Beef', 'Pasta', 'Lamb']",79.23,45.13,27.35,31.99,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Vigne di Mezzane Soave 2020,4.0,29,24.92,Italy / Northern Italy / Veneto / Soave,Corte Sant'Alda,Italian Soave,12.5,Garganega,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Lean fish']",28.41,46.29526972,2.16,60.21,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Antico Feudo della Trappola 2019,3.8,291,14.0,Italy / Central Italy / Toscana,Ricasoli,Tuscan Red,14.0,"60 Sangiovese, 25 Cabernet Sauvignon, 15 Merlot","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",47.47,39.65,9.98,45.1,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Valpolicella Ripasso Classico Superiore 2017,4.0,386,25.99,Italy / Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso / Valpolicella Ripasso Classico,Monte Santoccio,Italian Ripasso,14.0,"Corvina, Rondinella, Molinara, Corvinone","['Beef', 'Veal', 'Game (deer, venison)']",61.84,36.27,25.62,31.82,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Solosole Vermentino 2018,3.8,1082,22.99,Italy / Central Italy / Toscana / Bolgheri,Poggio Al Tesoro,Central Italy White,13.5,100 Vermentino,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",45.59,46.29526972,21.46,66.43,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
Nero d'Avola 2020,4.0,463,20.99,Italy / Southern Italy / Terre Siciliane,Colosi,Southern Italy Red,14.0,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",85.0,39.79,9.05,53.555,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Pinot Bianco (Selezione) 2020,3.9,124,18.0,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Elena Walch,Northern Italy Pinot Blanc,13.0,100 Pinot Blanc,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",42.58,46.29526972,0.51,59.21,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Chianti Classico Riserva 2019,3.9,60,21.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Santa Margherita,Italian Chianti,13.5,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",44.15,54.61,0.74,66.32,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Gavi di Gavi 2019,3.9,1012,27.99,Italy / Northern Italy / Piemonte / Gavi,Fontanafredda,Italian Gavi,12.5,100 Cortese,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",20.02,46.29526972,2.37,76.86,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
Harmonium Nero d'Avola 2016,4.3,36,39.99,Italy / Southern Italy / Terre Siciliane,Firriato,Southern Italy Red,14.5,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",83.83,44.96,28.09,29.02,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Chianti Classico Riserva 2011,3.8,512,24.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Castello di Querceto,Italian Chianti,13.5,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",43.61,56.42,2.23,63.93,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Carmignano Villa di Capezzana 2015,4.0,485,28.99,Italy / Central Italy / Toscana / Carmignano,Capezzana,Tuscan Red,14.0,"80 Sangiovese, 20 Cabernet Sauvignon","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",51.86,47.53,11.26,47.62,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Cannonau 2018,3.8,305,17.99,Italy / Southern Italy / Sardegna / Cannonau di Sardegna,Olianas,Sardinian Cannonau,13.8,100 Cannonau,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",65.27,41.99,5.77,47.37,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
Sangiovese Riserva 2017,4.0,871,27.99,Italy / Northern Italy / Emilia-Romagna / Romagna / Sangiovese di Romagna,Umberto Cesari,Northern Italy Red,13.5,"85 Sangiovese, 15 Cabernet Sauvignon","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",58.35,40.32,10.32,36.01,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Ramione Merlot - Nero d'Avola 2013,3.8,525,15.0,Italy / Southern Italy / Terre Siciliane,Baglio di Pianetto,Southern Italy Red,14.0,"Merlot, Nero d'Avola","['Beef', 'Pasta', 'Lamb']",75.47,49.57,27.02,32.79,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
A Quo Toscana 2018,4.0,330,17.99,Italy / Central Italy / Toscana,Montepeloso,Tuscan Red,15.0,"Sangiovese, Cabernet Sauvignon, Alicante Bouschet, Marselan, Montepulciano","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",52.68,43.21,4.62,44.89,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Tradition Pinot Grigio 2021,4.0,234,31.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Terlan (Terlano),Northern Italy Pinot Grigio,13.5,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",42.88,46.29526972,14.97,42.72,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Valpolicella Ripasso 2019,3.8,1188,35.99,Italy / Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso,Bertani,Italian Ripasso,13.5,"85 Corvina Veronese, 10 Merlot, 5 Rondinella","['Beef', 'Veal', 'Game (deer, venison)']",61.31,39.53,26.77,28.56,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sangiovese Terre di Chieti 2018,3.8,305,23.83,Italy / Central Italy / Abruzzo / Terre di Chieti,Caldora,Central Italy Red,13.0,100 Sangiovese,"['Beef', 'Pasta', 'Veal', 'Poultry']",43.23,35.52,21.74,40.64,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Valdobbiadene Prosecco Superiore Extra Dry N.V.,3.8,772,19.99,Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,Sorelle Bronca,Italian Prosecco,11.0,100 Glera,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",18.28,46.29526972,9.05,66.24,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
Montefalco Rosso 2016,3.8,38,31.99,Italy / Central Italy / Umbria / Montefalco,Adanti,Central Italy Red,14.0,"Cabernet Sauvignon, Merlot, Sangiovese, Barbera, Sagrantino","['Beef', 'Pasta', 'Veal', 'Poultry']",49.49,44.6,8.5,46.35,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Chiaramonte Nero d'Avola 2017,3.8,917,17.49,Italy / Southern Italy / Terre Siciliane,Firriato,Southern Italy Red,13.5,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",80.9,42.49,24.3,31.32,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Dolcetto d'Alba 2019,3.9,50,27.9,Italy / Northern Italy / Piemonte / Dolcetto d'Alba,Mirafiore,Northern Italy Red,13.5,100 Dolcetto,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",64.38,41.96,8.98,31.53,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Barrua 2015,4.1,1536,39.94,Italy / Southern Italy / Sardegna / Isola dei Nuraghi,Punica,Southern Italy Red,15.0,"Merlot, Cabernet Sauvignon","['Beef', 'Pasta', 'Lamb']",82.39,42.43,29.4,28.43,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Farnito Cabernet Sauvignon Toscana 2015,4.0,816,34.99,Italy / Central Italy / Toscana,Carpineto,Tuscan Red,13.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",52.01,44.38,9.2,45.99,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Roero Arneis 2021,4.0,253,28.94,Italy / Northern Italy / Piemonte / Roero,Bruno Giacosa,Northern Italy White,14.0,100 Arneis,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",61.6,46.29526972,9.05,53.555,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
Gavi del Comune di Gavi 2019,4.0,158,29.99,Italy / Northern Italy / Piemonte / Gavi,Marchesi di Barolo,Italian Gavi,12.5,Cortese,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",20.92,46.29526972,9.05,77.89,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
Gris Pinot Grigio 2018,4.0,64,26.0,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Kornell,Northern Italy Pinot Grigio,13.5,Pinot Gris,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",45.95,46.29526972,7.41,41.81,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Spelt Montepulciano d'Abruzzo (Riserva) 2017,3.9,414,23.8,Italy / Central Italy / Abruzzo / Montepulciano d'Abruzzo,La Valentina,Italian Montepulciano d'Abruzzo,14.0,100 Montepulciano,"['Beef', 'Pasta', 'Veal', 'Pork']",43.18,40.26,6.42,57.27,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Valpolicella Ripasso Classico Superiore Pojega 2015,3.8,598,23.99,Italy / Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso / Valpolicella Ripasso Classico,Guerrieri Rizzardi,Italian Ripasso,14.0,100 Corvina,"['Beef', 'Veal', 'Game (deer, venison)']",61.27,41.37,26.97,28.85,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Costa d'Amalfi Bianco 2020,4.0,60,38.5,Italy / Southern Italy / Campania / Costa d'Amalfi,Marisa Cuomo,Southern Italy White,13.5,"60 Falanghina, 40 Biancolella","['Shellfish', 'Vegetarian', 'Appetizers and snacks']",59.2,46.29526972,16.04,34.74,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
DAMA Montepulciano d'Abruzzo 2018,3.9,208,17.99,Italy / Central Italy / Abruzzo / Montepulciano d'Abruzzo,Marramiero,Italian Montepulciano d'Abruzzo,13.5,100 Montepulciano,"['Beef', 'Pasta', 'Veal', 'Pork']",35.25,37.37,1.87,66.58,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Pietrarizzo Etna Rosso 2017,3.9,397,41.99,Italy / Southern Italy / Terre Siciliane / Etna,Tornatore,Southern Italy Red,14.0,100 Nerello Mascalese,"['Beef', 'Pasta', 'Lamb']",72.55,44.03,16.63,38.36,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Soave 2019,3.8,116,17.0,Italy / Northern Italy / Veneto / Soave,Latium Morini,Italian Soave,12.5,Garganega,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Lean fish']",29.92,46.29526972,9.05,57.64,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Gastaldo Conegliano Valdobbiadene Prosecco Tranquillo N.V.,4.0,44,21.99,Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,Sanfeletto,Italian Prosecco,11.5,100 Glera,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",16.93,46.29526972,9.05,67.8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
Benuara (Tenuta Presti e Pegni) 2020,4.0,132,23.99,Italy / Southern Italy / Terre Siciliane,Cusumano,Southern Italy Red,14.5,100 Shiraz/Syrah,"['Beef', 'Pasta', 'Lamb']",81.32,43.31,29.06,30.29,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Etna Rosso 2017,4.0,431,22.99,Italy / Southern Italy / Terre Siciliane / Etna,Masseria Setteporte,Southern Italy Red,14.5,100 Nerello Mascalese,"['Beef', 'Pasta', 'Lamb']",78.9,46.22,23.69,32.58,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Brecciarolo Rosso Piceno Superiore 2019,3.8,162,22.17,Italy / Central Italy / Marche / Rosso Piceno,Velenosi,Central Italy Red,13.5,"70 Montepulciano, 30 Sangiovese","['Beef', 'Pasta', 'Veal', 'Poultry']",50.09,40.52,7.25,45.58,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Don Chisciotte Fiano 2016,3.8,120,35.0,Italy / Southern Italy / Campania,Pierluigi Zampaglione,Southern Italy White,12.5,100 Fiano,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",60.58,46.29526972,8.41,37.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Morellino di Scansano Roggiano 2019,3.9,219,14.4,Italy / Central Italy / Toscana / Morellino di Scansano,Cantina Vignaioli del Morellino di Scansano,Tuscan Red,13.5,"Tempranillo, Alicante Bouschet, Carménère, Sangiovese","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",47.89,41.34,13.94,47.86,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Ad Astra Maremma Toscana 2019,3.9,47,22.49,Italy / Central Italy / Toscana / Maremma Toscana,Nittardi,Tuscan Red,14.0,"50 Sangiovese, 25 Cabernet Sauvignon, 25 Cabernet Franc","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",49.73,45.51,3.89,46.79,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Langhe Freisa Kyè 2018,3.9,81,51.99,Italy / Northern Italy / Piemonte / Langhe,G.D. Vajra,Northern Italy Red,15.0,100 Freisa,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",64.13,51.32,15.49,35.55,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Maremma Toscana Mongrana 2019,3.9,485,19.99,Italy / Central Italy / Toscana / Maremma Toscana,Querciabella,Tuscan Red,14.0,"50 Sangiovese, 25 Cabernet Sauvignon, 25 Merlot","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",47.84,42.28,6.72,46.64,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Appassimento Parziale 2020,4.0,172,19.99,Italy / Northern Italy / Veneto,Baccolo,Northern Italy Red,12.0,"Merlot, Corvina","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",57.85,36.6,27.12,26.59,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Greco 2016,4.0,122,15.95,Italy / Southern Italy / Calabria,Statti,Southern Italy White,12.5,100 Malvasia,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",63.21,46.29526972,11.96,39.54,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Russiz Superiore Sauvignon Collio 2016,4.1,267,39.99,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Marco Felluga,Northern Italy White,13.5,100 Sauvignon Blanc,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",62.06,46.29526972,24.98,52.7,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
Langhe Bianco 'Dragon' 2021,4.0,189,25.99,Italy / Northern Italy / Piemonte / Langhe,Luigi Baudana,Northern Italy White,14.0,Chardonnay,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",63.57,46.29526972,21.67,54.47,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
Gavi 2018,3.9,490,19.99,Italy / Northern Italy / Piemonte / Gavi,Marchesi di Barolo,Italian Gavi,12.5,100 Cortese,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",20.06,46.29526972,9.05,78.75,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
Vermentino di Gallura 2021,3.8,41,17.99,Italy / Southern Italy / Sardegna / Vermentino di Gallura,Piero Mancini,Southern Italy White,13.0,100 Vermentino,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",54.24,46.29526972,8.08,37.39,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Etna Bianco 2020,3.9,697,29.99,Italy / Southern Italy / Terre Siciliane / Etna,Tornatore,Southern Italy White,12.5,100 Carricante,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",62.54,46.29526972,2.35,39.05,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Trittico 2016,3.8,66,20.0,Italy / Central Italy / Toscana,Poggio Al Sole,Tuscan Red,13.5,"Sangiovese, Cabernet Sauvignon","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",48.81,48.38,9.05,48.64,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
